#,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,repay_fail,loan_income_ratio,installment_income_ratio,int_rate_x_amount,Prob_Default,Decision,Real_Default
13461,792555,996981,6000.0,6000.0,4450.0,36 months,11.49,197.83,10+ years,MORTGAGE,71000.0,Verified,jun-11,debt_consolidation,925xx,CA,22.04,0.0,Aug-99,2.0,40.0,6.0,0.0,11062.0,85.80%,40.0,269.59,269.59,0.0,0.0,,0.0,,Dec-11,1,0.08450704225352113,0.03343605633802817,68940.0,0.9999875562154454,Reject,1
1739,261657,261550,15000.0,15000.0,3475.010004,36 months,17.03,535.02,3 years,RENT,100000.0,Not Verified,feb-08,debt_consolidation,926xx,CA,10.85,2.0,oct-96,1.0,5.0,6.0,0.0,15827.0,76.10%,12.0,8021.55,1856.25,5340.53,2681.02,jun-09,535.02,nov-09,Apr-09,1,0.15,0.06420239999999999,255450.00000000003,0.9999648125575699,Reject,1
34715,407525,456909,15000.0,15000.0,7527.871143,36 months,12.53,502.0,4 years,MORTGAGE,65000.0,Not Verified,may-09,other,109xx,NY,14.7,0.0,oct-99,5.0,,13.0,0.0,39458.0,38%,23.0,17550.84993,7782.07,15000.0,2550.85,Apr-11,7010.31,may-11,nov-13,0,0.23076923076923078,0.09267692307692307,187950.0,0.00016275487671633948,Approve,0
22200,492377,629668,1600.0,1600.0,1600.0,36 months,9.88,51.54,2 years,MORTGAGE,87500.0,Not Verified,mar-10,small_business,606xx,IL,0.27,0.0,Apr-05,2.0,,11.0,0.0,345.0,1.80%,13.0,1685.531966,1685.53,1600.0,85.53,Dec-10,1.29,,oct-11,0,0.018285714285714287,0.007068342857142858,15808.000000000002,5.334718616169362e-05,Approve,0
725,493347,631148,6000.0,6000.0,5875.0,36 months,7.88,187.69,10+ years,MORTGAGE,70000.0,Not Verified,mar-10,credit_card,763xx,TX,19.59,0.0,mar-99,0.0,,6.0,0.0,5420.0,53.70%,19.0,6756.874742,6616.11,6000.0,756.87,mar-13,194.0,,mar-13,0,0.08571428571428572,0.03217542857142857,47280.0,2.085348403412378e-05,Approve,0
21189,596843,766135,12000.0,12000.0,11925.0,36 months,15.95,421.59,1 year,RENT,57840.0,Source Verified,oct-10,debt_consolidation,902xx,CA,7.61,1.0,mar-93,2.0,22.0,9.0,0.0,5674.0,61.70%,14.0,15178.14375,15083.28,12000.0,3178.14,nov-13,479.82,,mar-15,0,0.2074688796680498,0.0874668049792531,191400.0,8.934101952950545e-05,Approve,0
8565,594680,763581,10000.0,10000.0,10000.0,36 months,11.86,331.48,10+ years,MORTGAGE,85000.0,Verified,oct-10,debt_consolidation,980xx,WA,21.74,0.0,Jan-97,1.0,,19.0,0.0,102740.0,78%,35.0,7623.64,7623.64,5961.22,1645.34,oct-12,331.48,feb-13,jun-16,1,0.11764705882352941,0.04679717647058824,118600.0,0.9999716449094016,Reject,1
21653,531377,686998,2100.0,2100.0,2100.0,36 months,14.84,72.64,5 years,OWN,22000.0,Verified,jun-10,debt_consolidation,792xx,TX,24.55,0.0,Jan-93,6.0,,17.0,1.0,3967.0,46.70%,23.0,796.29,796.29,544.44,251.85,jun-11,72.64,sept-11,jun-16,1,0.09545454545454546,0.03962181818181818,31164.0,0.9999595370371037,Reject,1
6875,689505,879800,10000.0,10000.0,9925.0,36 months,7.29,310.1,1 year,OWN,50004.0,Not Verified,mar-11,other,082xx,NJ,1.68,0.0,sept-90,0.0,,4.0,0.0,868.0,2.10%,6.0,11163.54473,11079.82,10000.0,1163.54,mar-14,340.99,,mar-14,0,0.1999840012798976,0.0744180465562755,72900.0,9.712226622212608e-06,Approve,0
11858,487209,621028,10000.0,10000.0,7900.0,36 months,9.88,322.11,10+ years,MORTGAGE,60000.0,Not Verified,feb-10,debt_consolidation,755xx,TX,9.8,0.0,may-93,1.0,,4.0,0.0,2255.0,45.10%,11.0,10966.99863,8663.95,10000.0,967.0,may-11,6787.77,,may-11,0,0.16666666666666666,0.06442200000000001,98800.00000000001,1.0826950736605555e-05,Approve,0
17759,664050,849108,10000.0,10000.0,9996.170006,36 months,5.79,303.27,3 years,RENT,26400.0,Not Verified,feb-11,major_purchase,778xx,TX,14.45,0.0,Aug-93,0.0,,6.0,0.0,12832.0,37.30%,19.0,10917.9843,10913.48,10000.0,917.98,feb-14,333.57,,jun-16,0,0.3787878787878788,0.13785,57900.0,4.453316027183488e-05,Approve,0
14203,485101,617906,12500.0,12500.0,12451.47749,36 months,15.33,435.36,5 years,OWN,75000.0,Not Verified,feb-10,debt_consolidation,300xx,GA,0.64,0.0,sept-99,0.0,31.0,2.0,0.0,1161.0,23.70%,10.0,15674.79603,15610.39,12500.0,3174.8,mar-13,447.18,,feb-13,0,0.16666666666666666,0.0696576,191625.0,3.0989520050164734e-05,Approve,0
25751,255732,255726,3500.0,3500.0,2875.0,36 months,11.66,115.69,3 years,MORTGAGE,34500.0,Not Verified,feb-08,debt_consolidation,245xx,VA,16.23,0.0,jun-04,5.0,0.0,12.0,0.0,5593.0,25.40%,14.0,1722.18,1413.98,1213.6,399.34,Apr-09,115.69,oct-09,oct-09,1,0.10144927536231885,0.04024,40810.0,0.9996624104418087,Reject,1
13502,578777,744190,15000.0,15000.0,14975.0,36 months,13.61,509.83,1 year,RENT,50000.0,Verified,sept-10,wedding,018xx,MA,24.0,0.0,mar-01,0.0,,15.0,0.0,10836.0,44.40%,20.0,18354.33972,18323.75,15000.0,3354.34,sept-13,578.54,,feb-16,0,0.3,0.1223592,204150.0,4.112540280698025e-05,Approve,0
22733,973176,1195175,34000.0,34000.0,33950.0,36 months,9.91,1095.65,4 years,MORTGAGE,160000.0,Verified,oct-11,credit_card,773xx,TX,23.61,0.0,Dec-98,3.0,,17.0,0.0,47280.0,45.20%,41.0,38751.30008,38694.31,34000.0,4751.3,Apr-14,1096.72,,Apr-14,0,0.2125,0.08217375,336940.0,9.977657248736714e-05,Approve,0
27914,690304,880714,14000.0,14000.0,14000.0,36 months,10.0,451.75,< 1 year,MORTGAGE,82000.0,Source Verified,Apr-11,other,359xx,AL,19.42,0.0,jul-99,1.0,31.0,12.0,0.0,3695.0,18.30%,28.0,15411.61172,15411.61,14000.0,1411.61,mar-13,2328.13,,Apr-13,0,0.17073170731707318,0.06610975609756098,140000.0,3.144795484718149e-05,Approve,0
22962,889248,1105825,7000.0,7000.0,6750.0,36 months,9.91,225.58,6 years,RENT,96000.0,Verified,sept-11,wedding,934xx,CA,17.07,0.0,Dec-99,0.0,,4.0,0.0,49855.0,93.40%,20.0,8120.656545,7830.63,7000.0,1120.66,oct-14,237.72,,oct-14,0,0.07291666666666667,0.0281975,69370.0,9.151952534600834e-05,Approve,0
24454,863164,1076233,5000.0,5000.0,5000.0,60 months,18.39,128.04,2 years,MORTGAGE,99996.0,Source Verified,sept-11,other,070xx,NJ,16.37,2.0,Dec-01,2.0,9.0,10.0,0.0,73961.0,98%,25.0,6994.024544,6994.02,5000.0,1994.02,may-14,3025.37,,jun-16,0,0.0500020000800032,0.015365414616584664,91950.0,0.00015000858462081362,Approve,0
32439,561266,722324,14000.0,14000.0,13725.0,60 months,13.98,325.62,4 years,MORTGAGE,343368.0,Source Verified,Aug-10,car,720xx,AR,5.2,0.0,nov-93,5.0,,8.0,0.0,18521.0,87.40%,32.0,19536.37021,19152.62,14000.0,5536.37,Aug-15,339.29,sept-15,jun-16,0,0.04077258218587638,0.011379744181170057,195720.0,0.002643669207228717,Approve,0
8398,867397,1081063,25000.0,25000.0,25000.0,60 months,19.29,652.51,10+ years,RENT,80000.0,Verified,sept-11,debt_consolidation,913xx,CA,20.19,0.0,may-97,1.0,,23.0,0.0,25942.0,29.90%,32.0,37154.04,37154.04,23086.52,14067.52,jun-16,652.51,jul-16,jun-16,0,0.3125,0.0978765,482250.0,0.023366927268710258,Approve,0
35858,994828,1219274,6000.0,6000.0,6000.0,36 months,6.62,184.23,10+ years,MORTGAGE,52000.0,Not Verified,oct-11,vacation,672xx,KS,12.09,0.0,sept-93,1.0,,6.0,0.0,13764.0,82.90%,19.0,6631.958805,6631.96,6000.0,631.96,nov-14,188.2,,jun-16,0,0.11538461538461539,0.04251461538461538,39720.0,0.0039030022754893696,Approve,0
15800,633094,811042,5000.0,5000.0,4475.0,36 months,13.72,170.21,2 years,RENT,39996.0,Not Verified,Dec-10,home_improvement,113xx,NY,4.65,0.0,Dec-07,0.0,,4.0,0.0,5247.0,46%,4.0,6128.323526,5484.85,5000.0,1128.32,Jan-14,175.37,,Jan-14,0,0.125012501250125,0.051068106810681066,68600.0,0.000107350039321118,Approve,0
12340,526353,680916,6000.0,6000.0,5250.0,36 months,7.14,185.65,10+ years,MORTGAGE,65000.0,Verified,jun-10,car,974xx,OR,9.03,0.0,Jan-90,1.0,,6.0,0.0,6827.0,33.30%,14.0,6393.04753,5593.9,6000.0,393.05,jul-11,4170.12,,may-15,0,0.09230769230769231,0.034273846153846155,42840.0,1.7323370638914677e-05,Approve,0
20014,665074,850344,11000.0,11000.0,11000.0,60 months,10.37,235.73,3 years,MORTGAGE,40000.0,Not Verified,feb-11,home_improvement,920xx,CA,19.77,0.0,Dec-90,0.0,,6.0,0.0,20791.0,71.90%,24.0,11096.08,11096.08,11000.0,96.08,mar-11,11097.21,,mar-13,0,0.275,0.07071899999999999,114069.99999999999,5.4762752563575915e-06,Approve,0
20865,673841,861281,3050.0,3050.0,3050.0,36 months,7.29,94.59,6 years,MORTGAGE,60000.0,Not Verified,feb-11,car,934xx,CA,1.4,0.0,Aug-00,0.0,37.0,3.0,0.0,2758.0,55.20%,12.0,3169.935,3169.93,3050.0,119.93,sept-11,2604.0,,jul-13,0,0.050833333333333335,0.018917999999999997,22234.5,1.5886448994854588e-05,Approve,0
7471,225897,225868,4000.0,4000.0,3500.0,36 months,10.14,129.34,< 1 year,RENT,36000.0,Not Verified,Jan-08,debt_consolidation,806xx,CO,7.07,0.0,oct-03,2.0,0.0,4.0,0.0,4220.0,53.40%,5.0,4626.141666,4047.87,4000.0,626.14,Aug-10,15.37,,jul-10,0,0.1111111111111111,0.04311333333333333,40560.0,3.2786586597759185e-05,Approve,0
25848,1040965,1270958,13200.0,13200.0,13200.0,60 months,17.58,332.19,9 years,MORTGAGE,80000.0,Not Verified,Dec-11,credit_card,983xx,WA,15.33,0.0,feb-96,0.0,,11.0,0.0,7620.0,87.60%,16.0,17893.45,17893.45,11283.46,6609.99,jun-16,332.19,jul-16,jun-16,0,0.165,0.0498285,232055.99999999997,0.004091572307005189,Approve,0
11870,526367,680938,5500.0,5500.0,4925.872329,36 months,10.38,178.46,4 years,MORTGAGE,27996.0,Not Verified,jun-10,major_purchase,145xx,NY,14.92,0.0,jul-04,1.0,,9.0,0.0,1253.0,19.90%,15.0,6427.971412,5746.41,5500.0,927.97,jun-13,189.32,,jun-13,0,0.19645663666238034,0.07649378482640377,57090.00000000001,8.226833332767936e-05,Approve,0
4519,515037,665777,23500.0,23500.0,23353.23907,36 months,11.36,773.38,,RENT,51600.0,Verified,may-10,credit_card,902xx,CA,19.72,0.0,feb-88,0.0,,5.0,0.0,13524.0,38.40%,10.0,16128.31,15930.91,10359.04,4975.94,feb-13,200.46,,jun-13,1,0.45542635658914726,0.17985581395348837,266960.0,0.9999480211125041,Reject,1
23075,776776,979179,12000.0,12000.0,12000.0,60 months,19.29,313.21,6 years,RENT,51000.0,Not Verified,jun-11,debt_consolidation,910xx,CA,11.81,0.0,Dec-03,1.0,,6.0,0.0,10849.0,81%,7.0,18254.82997,18254.83,12000.0,6254.83,mar-15,4485.84,,mar-15,0,0.23529411764705882,0.07369647058823528,231480.0,0.00029732236098759435,Approve,0
20089,614758,788315,12000.0,12000.0,11850.0,60 months,15.95,291.5,3 years,RENT,43000.0,Source Verified,nov-10,debt_consolidation,785xx,TX,22.47,0.0,nov-98,1.0,51.0,13.0,0.0,8996.0,85.70%,29.0,17832.86998,17609.96,12000.0,5832.87,nov-15,786.77,,nov-15,0,0.27906976744186046,0.08134883720930232,191400.0,0.0007203792736387985,Approve,0
7550,773868,975955,15000.0,15000.0,14750.0,60 months,11.99,333.6,2 years,MORTGAGE,50000.0,Source Verified,jun-11,debt_consolidation,433xx,OH,11.04,0.0,nov-04,0.0,,14.0,0.0,5987.0,24%,32.0,19167.3232,18847.87,15000.0,4167.32,jul-14,7181.88,,Apr-16,0,0.3,0.08006400000000001,179850.0,9.873009833810617e-05,Approve,0
22755,1063421,1295979,8000.0,8000.0,8000.0,60 months,8.9,165.68,1 year,RENT,51204.0,Not Verified,Dec-11,debt_consolidation,117xx,NY,25.12,0.0,Aug-87,0.0,68.0,16.0,0.0,20888.0,37.60%,40.0,4639.04,4639.04,3271.74,1367.3,may-14,34.32,,jun-16,1,0.15623779392234982,0.03882821654558238,71200.0,0.9999977026641083,Reject,1
32685,552806,712316,4000.0,4000.0,4000.0,36 months,13.98,136.68,4 years,RENT,107000.0,Source Verified,Aug-10,car,076xx,NJ,7.33,0.0,may-95,0.0,,10.0,0.0,18301.0,95.30%,12.0,4920.512548,4920.51,4000.0,920.51,Aug-13,144.53,,Jan-14,0,0.037383177570093455,0.015328598130841121,55920.0,0.00016556941964309012,Approve,0
16780,348908,350342,6500.0,6500.0,1196.59,36 months,8.32,204.65,10+ years,MORTGAGE,39996.0,Not Verified,jun-08,debt_consolidation,179xx,PA,5.43,0.0,Aug-00,5.0,,9.0,0.0,9830.0,19%,21.0,7358.865916,1227.89,6499.99,858.88,mar-11,810.38,,jun-16,0,0.1625162516251625,0.061401140114011404,54080.0,0.00012231714702274927,Approve,0
19929,449526,552184,18000.0,18000.0,17976.83947,36 months,15.65,629.75,9 years,MORTGAGE,65000.0,Source Verified,oct-09,small_business,305xx,GA,9.16,0.0,Apr-98,1.0,,15.0,0.0,13381.0,49.40%,34.0,22670.95575,22641.38,18000.0,4670.96,oct-12,640.45,,oct-13,0,0.27692307692307694,0.11626153846153846,281700.0,5.3070815492296445e-05,Approve,0
1881,986277,1210190,14000.0,14000.0,14000.0,60 months,15.27,335.05,5 years,RENT,80000.0,Not Verified,oct-11,small_business,967xx,HI,9.09,0.0,oct-97,1.0,60.0,4.0,0.0,6832.0,60.50%,15.0,18671.88798,18671.89,14000.0,4671.89,jul-14,7988.75,,Jan-16,0,0.175,0.050257500000000004,213780.0,0.0001133560787659739,Approve,0
16550,803921,1009731,18500.0,18500.0,18250.0,36 months,7.49,575.39,10+ years,OWN,35000.0,Not Verified,jul-11,debt_consolidation,446xx,OH,18.82,0.0,Aug-89,0.0,,9.0,0.0,3502.0,15%,27.0,20349.68374,20074.69,18500.0,1849.68,may-13,8285.11,,jun-16,0,0.5285714285714286,0.19727657142857144,138565.0,5.809886528004751e-05,Approve,0
1054,738954,936461,5000.0,5000.0,4998.142031,36 months,7.49,155.51,,MORTGAGE,32400.0,Not Verified,may-11,car,421xx,KY,3.41,0.0,Aug-99,0.0,,2.0,0.0,3053.0,14.50%,7.0,5598.284713,5595.97,5000.0,598.28,may-14,174.99,,may-14,0,0.15432098765432098,0.05759629629629629,37450.0,2.609939841408823e-05,Approve,0
20429,638625,818035,15000.0,15000.0,14975.0,60 months,12.23,335.42,8 years,MORTGAGE,95000.0,Verified,Jan-11,major_purchase,945xx,CA,3.45,1.0,Dec-93,0.0,11.0,11.0,0.0,47351.0,40.30%,38.0,18210.6,18180.47,12780.34,5027.01,jul-15,368.02,,Dec-15,1,0.15789473684210525,0.042368842105263156,183450.0,0.9997893628541648,Reject,1
29755,422412,496900,25000.0,25000.0,11949.99858,36 months,17.9,902.5,1 year,OTHER,85000.0,Verified,jul-09,small_business,953xx,CA,4.93,0.0,mar-99,2.0,,4.0,1.0,2036.0,10.10%,8.0,18049.62,8621.88,12230.12,5808.88,mar-11,902.5,,jun-16,1,0.29411764705882354,0.12741176470588236,447499.99999999994,0.9999976010372954,Reject,1
35879,548457,707088,5000.0,5000.0,5000.0,36 months,16.45,176.9,4 years,MORTGAGE,70000.0,Not Verified,jul-10,small_business,210xx,MD,14.95,1.0,mar-04,8.0,17.0,8.0,0.0,0.0,0%,19.0,2455.23,2455.23,1526.91,767.33,sept-11,176.9,Jan-12,Jan-12,1,0.07142857142857142,0.03032571428571429,82250.0,0.9999538556898891,Reject,1
12945,753147,952789,15000.0,15000.0,14950.0,36 months,7.49,466.53,3 years,MORTGAGE,60000.0,Verified,may-11,small_business,802xx,CO,3.44,0.0,jul-84,0.0,65.0,13.0,0.0,5584.0,19.30%,36.0,16716.33708,16660.62,15000.0,1716.34,oct-13,3684.13,,nov-13,0,0.25,0.093306,112350.0,5.566282658474092e-06,Approve,0
6731,990387,1211516,6900.0,6900.0,6900.0,36 months,10.65,224.76,2 years,MORTGAGE,120000.0,Not Verified,oct-11,debt_consolidation,775xx,TX,13.42,0.0,Aug-99,1.0,,8.0,0.0,10793.0,70.50%,27.0,8091.158406,8091.16,6900.0,1191.16,nov-14,238.25,,oct-14,0,0.0575,0.022476,73485.0,0.0010429557915762502,Approve,0
18341,864185,1077349,13200.0,13200.0,13100.0,60 months,15.99,320.93,6 years,RENT,36000.0,Source Verified,sept-11,other,422xx,KY,11.93,0.0,Jan-01,1.0,,7.0,0.0,457.0,5.80%,9.0,10168.13,10091.19,4866.73,4118.16,feb-14,30.8,,jun-14,1,0.36666666666666664,0.10697666666666666,211068.0,0.999992270452367,Reject,1
19927,1028216,1257811,7200.0,7200.0,7200.0,36 months,19.03,264.04,5 years,RENT,35000.0,Not Verified,nov-11,debt_consolidation,337xx,FL,16.7,0.0,oct-01,3.0,,6.0,0.0,4040.0,98.50%,17.0,8591.47,8591.47,6187.14,2262.14,Aug-14,518.08,,Aug-14,1,0.2057142857142857,0.09052800000000001,137016.0,0.999923043590203,Reject,1
5483,823833,1032428,20000.0,20000.0,18699.78718,60 months,11.99,444.79,10+ years,MORTGAGE,51000.0,Verified,jul-11,debt_consolidation,225xx,VA,13.01,0.0,Dec-93,0.0,48.0,6.0,0.0,4261.0,46.30%,21.0,8005.92,6136.82,4794.26,3195.04,feb-13,444.79,,jun-16,1,0.39215686274509803,0.10465647058823531,239800.0,0.9999998637476387,Reject,1
16013,546108,698345,20000.0,13725.0,13500.0,60 months,11.49,301.78,4 years,RENT,80000.0,Verified,jul-10,credit_card,949xx,CA,14.1,0.0,Aug-91,1.0,,6.0,0.0,19851.0,71.20%,25.0,18106.77997,17809.95,13725.0,4381.78,jul-15,382.38,,jun-16,0,0.25,0.045266999999999995,229800.0,0.001875943138974012,Approve,0
31618,461778,577356,10000.0,10000.0,9850.0,36 months,8.94,317.72,< 1 year,MORTGAGE,65000.0,Not Verified,Dec-09,home_improvement,299xx,SC,15.05,0.0,Aug-91,1.0,51.0,12.0,0.0,37471.0,61.90%,29.0,11437.68726,11266.12,10000.0,1437.69,Dec-12,341.02,,Jan-15,0,0.15384615384615385,0.05865600000000001,89400.0,1.39099556013016e-05,Approve,0
28926,518057,669602,20000.0,13500.0,13439.0182,36 months,11.49,445.12,5 years,MORTGAGE,94692.0,Source Verified,jun-10,debt_consolidation,757xx,TX,14.12,0.0,oct-95,2.0,,7.0,0.0,19429.0,80.60%,15.0,16024.29353,15941.99,13500.0,2524.29,jun-13,480.46,,jun-13,0,0.21121108435770708,0.05640856672158155,229800.0,0.0001018179603641648,Approve,0
22427,545370,703387,3500.0,3500.0,3500.0,36 months,14.72,120.85,2 years,RENT,24000.0,Verified,jul-10,debt_consolidation,071xx,NJ,19.3,0.0,sept-06,1.0,,6.0,0.0,3530.0,54.30%,6.0,3634.53,3634.53,1553.01,617.51,feb-12,120.85,,jun-16,1,0.14583333333333334,0.06042499999999999,51520.0,0.999874869709984,Reject,1
16512,866131,1079534,7000.0,7000.0,7000.0,60 months,15.23,167.38,2 years,MORTGAGE,65000.0,Source Verified,sept-11,debt_consolidation,926xx,CA,2.82,1.0,feb-96,1.0,7.0,6.0,0.0,2130.0,36.70%,21.0,8704.318706,8704.32,7000.0,1704.32,jul-13,5201.47,,nov-13,0,0.1076923076923077,0.030900923076923076,106610.0,0.00043943657044899243,Approve,0
20917,426215,503013,24000.0,24000.0,13572.38089,36 months,13.79,817.82,4 years,RENT,135000.0,Verified,jul-09,debt_consolidation,917xx,CA,5.72,0.0,Dec-92,0.0,,9.0,0.0,24146.0,58.90%,42.0,27859.19021,15441.5,23999.99,3859.2,Apr-11,2014.38,,may-11,0,0.17777777777777778,0.07269511111111111,330960.0,0.0014321899877023246,Approve,0
7516,864004,1077156,12000.0,12000.0,12000.0,36 months,5.99,365.01,10+ years,MORTGAGE,100000.0,Source Verified,Aug-11,home_improvement,144xx,NY,16.24,0.0,Aug-89,0.0,,17.0,0.0,23250.0,38.40%,43.0,13122.27705,13122.28,12000.0,1122.28,may-14,1808.01,,Jan-15,0,0.12,0.0438012,71880.0,8.959774135364982e-05,Approve,0
2756,441343,535352,20000.0,20000.0,19820.50536,36 months,20.17,745.01,< 1 year,RENT,240000.0,Verified,sept-09,debt_consolidation,606xx,IL,6.46,0.0,mar-98,9.0,,8.0,0.0,29182.0,97.90%,12.0,27376.68611,27128.72,20000.0,7167.69,nov-12,1009.4,nov-12,nov-12,0,0.08333333333333333,0.0372505,403400.00000000006,0.00020446119054822208,Approve,0
19698,847785,1059328,6000.0,6000.0,6000.0,36 months,11.49,197.83,5 years,RENT,60000.0,Source Verified,Aug-11,other,600xx,IL,13.18,1.0,may-00,1.0,20.0,12.0,0.0,6297.0,35.80%,24.0,7116.164366,7116.16,6000.0,1116.16,jun-14,601.26,,jun-16,0,0.1,0.039566000000000004,68940.0,9.498609299987077e-05,Approve,0
18577,677134,865192,13000.0,13000.0,12777.72194,36 months,14.17,445.39,6 years,MORTGAGE,60000.0,Not Verified,feb-11,debt_consolidation,272xx,NC,15.18,0.0,jun-03,1.0,,7.0,0.0,13243.0,56.10%,9.0,15807.21171,15468.03,13000.0,2807.21,jun-13,4234.09,,jun-13,0,0.21666666666666667,0.089078,184210.0,1.1797199934492347e-05,Approve,0
5214,505437,651273,14500.0,14500.0,13216.62557,36 months,7.51,451.09,10+ years,MORTGAGE,97600.0,Not Verified,Apr-10,medical,977xx,OR,19.56,0.0,Aug-82,1.0,64.0,10.0,0.0,53404.0,54.10%,22.0,16239.60577,14786.84,14500.0,1739.61,may-13,495.6,,Apr-13,0,0.14856557377049182,0.05546188524590164,108895.0,7.6796666156288e-06,Approve,0
31021,233631,233574,9000.0,9000.0,1325.002685,36 months,10.78,293.72,5 years,MORTGAGE,150000.0,Not Verified,Jan-08,credit_card,891xx,NV,11.57,0.0,Aug-98,2.0,0.0,6.0,0.0,31629.0,101.40%,20.0,880.58,129.27,643.94,236.64,may-08,293.72,Dec-08,jun-16,1,0.06,0.023497600000000004,97020.0,0.9999308255215918,Reject,1
9604,538889,695965,6000.0,6000.0,5500.0,36 months,10.38,194.68,3 years,RENT,55000.0,Not Verified,jun-10,debt_consolidation,600xx,IL,24.24,0.0,Apr-02,1.0,,16.0,0.0,17227.0,45.30%,31.0,7008.694284,6424.64,6000.0,1008.69,jul-13,199.75,,jul-13,0,0.10909090909090909,0.04247563636363636,62280.00000000001,6.259454025046327e-05,Approve,0
38383,768963,954342,3450.0,3450.0,3450.0,36 months,11.99,114.58,5 years,RENT,25000.0,Verified,may-11,debt_consolidation,932xx,CA,16.94,0.0,jun-07,0.0,,7.0,0.0,3626.0,53.30%,15.0,0.0,0.0,0.0,0.0,,0.0,,jun-16,1,0.138,0.0549984,41365.5,0.9999804485260808,Reject,1
626,850360,1062177,15000.0,15000.0,14750.0,60 months,15.99,364.7,10+ years,MORTGAGE,84000.0,Verified,Aug-11,debt_consolidation,342xx,FL,18.01,0.0,mar-97,0.0,,13.0,0.0,19313.0,56.10%,27.0,21648.77004,21287.96,15000.0,6648.77,oct-15,3778.47,,nov-15,0,0.17857142857142858,0.052099999999999994,239850.0,0.0005294048247949662,Approve,0
18220,976110,1198435,2400.0,2400.0,2400.0,36 months,9.91,77.34,< 1 year,OWN,19200.0,Source Verified,oct-11,debt_consolidation,070xx,NJ,19.94,0.0,Jan-00,2.0,,6.0,0.0,5082.0,21.60%,8.0,2784.24,2784.24,2400.0,384.24,oct-14,83.17,,oct-14,0,0.125,0.048337500000000005,23784.0,0.001110629058765123,Approve,0
34608,452605,558783,5000.0,5000.0,4975.0,36 months,12.18,166.5,8 years,RENT,40000.0,Not Verified,oct-09,wedding,342xx,FL,5.64,0.0,Apr-02,0.0,,11.0,0.0,4388.0,43.90%,17.0,5694.49676,5666.02,5000.0,694.5,Apr-11,3033.92,,Apr-11,0,0.125,0.04995,60900.0,3.9649348835866415e-05,Approve,0
26520,997488,1222573,5000.0,5000.0,5000.0,36 months,6.03,152.18,< 1 year,MORTGAGE,60000.0,Source Verified,oct-11,small_business,910xx,CA,1.2,0.0,jul-98,0.0,,10.0,0.0,274.0,0.90%,33.0,5400.299718,5400.3,5000.0,400.3,sept-13,2205.95,,Aug-13,0,0.08333333333333333,0.030436,30150.0,0.0009663925135327729,Approve,0
36641,870128,1084119,8000.0,8000.0,8000.0,36 months,11.99,265.68,10+ years,MORTGAGE,85000.0,Source Verified,sept-11,home_improvement,070xx,NJ,10.24,2.0,Apr-99,1.0,4.0,13.0,0.0,11005.0,25.20%,31.0,9564.319371,9564.32,8000.0,1564.32,sept-14,266.69,,jun-16,0,0.09411764705882353,0.03750776470588235,95920.0,8.029695630422285e-05,Approve,0
15399,1036067,1265933,12000.0,12000.0,12000.0,36 months,16.29,423.61,5 years,MORTGAGE,105000.0,Not Verified,nov-11,debt_consolidation,890xx,NV,11.7,3.0,jul-01,2.0,15.0,10.0,0.0,6942.0,77.10%,19.0,15276.55999,15276.56,12000.0,3255.38,Jan-15,11.51,,jun-16,0,0.11428571428571428,0.04841257142857142,195480.0,3.866929344233042e-05,Approve,0
25008,360677,368536,22000.0,22000.0,21925.0,36 months,11.48,725.31,2 years,MORTGAGE,80000.0,Verified,oct-09,major_purchase,282xx,WY,3.33,0.0,Dec-98,1.0,,17.0,0.0,6628.0,7.30%,49.0,26111.87054,26022.85,22000.0,4111.87,oct-12,765.8,,oct-12,0,0.275,0.10879649999999999,252560.0,3.4872890898807195e-05,Approve,0
32246,771090,972827,12000.0,12000.0,12000.0,60 months,18.79,309.91,9 years,MORTGAGE,72000.0,Source Verified,jun-11,debt_consolidation,773xx,TX,12.33,0.0,nov-06,1.0,,6.0,0.0,12015.0,51.80%,7.0,5225.49,5225.49,1897.54,2749.9,nov-12,329.04,,mar-13,1,0.16666666666666666,0.051651666666666665,225480.0,0.999998166812981,Reject,1
13084,462809,579183,3000.0,3000.0,2900.0,36 months,8.59,94.84,4 years,OWN,77250.0,Not Verified,nov-09,other,130xx,NY,15.92,0.0,feb-98,2.0,72.0,14.0,0.0,16116.0,67.70%,46.0,3413.910621,3300.12,3000.0,413.91,Dec-12,96.22,,jun-16,0,0.038834951456310676,0.014732427184466018,25770.0,0.00035607248275753764,Approve,0
37409,872020,1086137,16000.0,16000.0,16000.0,60 months,19.69,421.15,4 years,RENT,136500.0,Verified,sept-11,wedding,900xx,CA,13.29,0.0,Jan-82,0.0,67.0,19.0,0.0,15568.0,83.30%,40.0,17286.2478,17286.25,16000.0,1286.25,feb-12,15606.79,,jun-16,0,0.11721611721611722,0.03702417582417582,315040.0,0.00029872456941087435,Approve,0
