customerID;Churn_Probability;Decision 
2990-IAJSV;0.01;No llamar
6064-ZATLR;0.02;No llamar
7409-KIUTL;0.79;Ofrecer Descuento
5505-OVWQW;0.05;No llamar
3948-KXDUF;0.01;No llamar
9814-AOUDH;0.01;No llamar
7398-LXGYX;0.28;No llamar
5266-PFRQK;0.02;No llamar
1568-BEKZM;0.02;No llamar
2692-PFYTJ;0.35;No llamar
2533-QVMSK;0.10;No llamar
5828-AVIPD;0.42;No llamar
2907-ILJBN;0.05;No llamar
5226-NOZFC;0.49;No llamar
7114-AEOZE;0.00;No llamar
2202-CUYXZ;0.87;Llamar
3466-RITXD;0.40;No llamar
7278-CKDNC;0.50;No llamar
1956-YIFGE;0.31;No llamar
0422-UXFAP;0.39;No llamar
3733-UOCWF;0.11;No llamar
7191-ADRGF;0.06;No llamar
5709-LVOEQ;0,00000336;Llamar
6034-YMTOB;0.44;No llamar
6372-RFVNS;0.82;Llamar
9052-DHNKM;0.08;No llamar
5609-IMCGG;0.40;No llamar
2959-MJHIC;0.75;Ofrecer Descuento
1319-YLZJG;0.46;No llamar
7623-TRNQN;0.38;No llamar
0377-JBKKT;0.09;No llamar
1936-CZAKF;0.05;No llamar
5063-IUOKK;0.03;No llamar
8646-JCOMS;0.09;No llamar
0979-MOZQI;0.03;No llamar
1525-LNLOJ;0.03;No llamar
5759-RCVCB;0.47;No llamar
9968-FFVVH;0.02;No llamar
2266-FUBDZ;0.02;No llamar
4760-THGOT;0.38;No llamar
2307-FYNNL;0.11;No llamar
1143-NMNQJ;0.86;Llamar
1629-DQQVB;0.13;No llamar
3766-EJLFL;0.06;No llamar
8457-XIGKN;0.12;No llamar
4981-FLTMF;0.03;No llamar
7606-BPHHN;0.00;No llamar
7005-CCBKV;0.60;Ofrecer Descuento
4648-YPBTM;0.03;No llamar
2325-ZUSFD;0.05;No llamar
1240-KNSEZ;0.26;No llamar
0430-IHCDJ;0.40;No llamar
7957-RYHQD;0.19;No llamar
6164-HAQTX;0.01;No llamar
0749-IRGQE;0.59;No llamar
1227-UDMZR;0.02;No llamar
5473-KHBPS;0.16;No llamar
5297-MDOIR;0.06;No llamar
8873-TMKGR;0.03;No llamar
6481-ESCNL;0.48;No llamar
0463-WZZKO;0.20;No llamar
1038-RQOST;0.07;No llamar
4937-QPZPO;0.27;No llamar
3604-WLABM;0.20;No llamar
1360-XFJMR;0.17;No llamar
8717-VCTXJ;0.03;No llamar
5196-SGOAK;0.79;Ofrecer Descuento
8739-XNIKG;0.77;Ofrecer Descuento
2320-TZRRH;0.04;No llamar
5186-SAMNZ;0.78;Ofrecer Descuento
5760-FXFVO;0.47;No llamar
5380-WJKOV;0.61;Ofrecer Descuento
4703-MQYKT;0.02;No llamar
2001-MCUUW;0.13;No llamar
4947-DSMXK;0.45;No llamar
0076-LVEPS;0.12;No llamar
5566-SOEZD;0.10;No llamar
7408-OFWXJ;0.01;No llamar
1097-FSPVW;0.06;No llamar
4412-YLTKF;0.56;No llamar
0420-TXVSG;0.01;No llamar
7817-BOQPW;0.78;Ofrecer Descuento
0963-ZBDRN;0.44;No llamar
9685-WKZGT;0.66;Ofrecer Descuento
2139-FQHLM;0.32;No llamar
5825-XJOCM;0.04;No llamar
0004-TLHLJ;0.69;Ofrecer Descuento
7529-ZDFXI;0.46;No llamar
6848-YLDFR;0.04;No llamar
5820-PTRYM;0.03;No llamar
2984-RGEYA;0.00;No llamar
6434-TTGJP;0.05;No llamar
9643-AVVWI;0.54;No llamar
3506-OVLKD;0.03;No llamar
4946-EDSEW;0.15;No llamar
2924-KHUVI;0.28;No llamar
2263-SFSQZ;0.01;No llamar
5281-BUZGT;0.50;No llamar
3717-FDJFU;0.03;No llamar
2239-CFOUJ;0.09;No llamar
8699-ASUFO;0.65;Ofrecer Descuento
1122-YJBCS;0.02;No llamar
0628-CNQRM;0.06;No llamar
1705-GUHPV;0.01;No llamar
4877-TSOFF;0.03;No llamar
7404-JLKQG;0.49;No llamar
0379-DJQHR;0.01;No llamar
8993-PHFWD;0.53;No llamar
3930-ZGWVE;0.20;No llamar
1965-DDBWU;0.49;No llamar
7572-KPVKK;0.11;No llamar
6854-EXGSF;0.23;No llamar
9483-GCPWE;0.05;No llamar
8053-WWDRO;0.12;No llamar
9473-CBZOP;0.07;No llamar
3985-HOYPM;0.03;No llamar
8378-LKJAF;0.45;No llamar
1310-QRITU;0.37;No llamar
3237-AJGEH;0.38;No llamar
6542-LWGXJ;0.42;No llamar
6953-PBDIN;0.01;No llamar
6332-FBZRI;0.02;No llamar
9365-CSLBQ;0.00;No llamar
3466-WAESX;0.30;No llamar
9700-ISPUP;0.30;No llamar
5167-ZFFMM;0.86;Llamar
7669-LCRSD;0.31;No llamar
0870-VEMYL;0.15;No llamar
2995-UPRYS;0.19;No llamar
3179-GBRWV;0.21;No llamar
0701-TJSEF;0.24;No llamar
1848-LBZHY;0.24;No llamar
5380-XPJNZ;0.02;No llamar
6608-QQLVK;0.59;No llamar
1475-VWVDO;0.64;Ofrecer Descuento
3721-CNEYS;0.74;Ofrecer Descuento
4299-OPXEJ;0.01;No llamar
0096-BXERS;0.40;No llamar
3055-VTCGS;0.04;No llamar
9405-GPBBG;0.08;No llamar
6704-UTUKK;0.49;No llamar
9944-AEXBM;0.49;No llamar
2545-EBUPK;0.85;Llamar
6270-OMFIW;0.23;No llamar
1852-XEMDW;0.14;No llamar
8158-WPEZG;0.35;No llamar
5198-EFNBM;0.20;No llamar
7663-RGWBC;0.50;No llamar
3970-XGJDU;0.01;No llamar
6845-RGTYS;0.39;No llamar
0123-CRBRT;0.01;No llamar
6077-BDPXA;0.72;Ofrecer Descuento
2250-IVBWA;0.09;No llamar
6137-NICCO;0.67;Ofrecer Descuento
8129-GMVGI;0.00;No llamar
4353-HYOJD;0.10;No llamar
8671-KKKOS;0.14;No llamar
8080-DDEMJ;0.53;No llamar
6698-OXETB;0.03;No llamar
3312-UUMZW;0.53;No llamar
6376-GAHQE;0.67;Ofrecer Descuento
0733-VUNUW;0.18;No llamar
6733-LRIZX;0.14;No llamar
2165-VOEGB;0.09;No llamar
1853-UDXBW;0.78;Ofrecer Descuento
9070-BCKQP;0.06;No llamar
1035-IPQPU;0.51;No llamar
2057-ZBLPD;0.64;Ofrecer Descuento
6967-PEJLL;0.07;No llamar
7879-CGSFV;0.13;No llamar
2257-BOVXD;0.29;No llamar
9822-BIIGN;0.08;No llamar
1136-XGEQU;0.08;No llamar
2439-LYPMQ;0.62;Ofrecer Descuento
6543-XRMYR;0.65;Ofrecer Descuento
5753-QQWPW;0.06;No llamar
4785-QRJHC;0.13;No llamar
0052-YNYOT;0.01;No llamar
7054-LGEQW;0.40;No llamar
0608-JDVEC;0.01;No llamar
6284-KMNUF;0.29;No llamar
6286-SUUWT;0.20;No llamar
3594-KADLU;0.28;No llamar
0536-ACXIP;0.10;No llamar
8869-TORSS;0.03;No llamar
0373-AIVNJ;0.12;No llamar
6429-SHBCB;0.32;No llamar
5751-USDBL;0.02;No llamar
6815-ABQFQ;0.25;No llamar
9450-TRJUU;0.47;No llamar
2805-AUFQN;0.02;No llamar
7855-DIWPO;0.45;No llamar
0174-QRVVY;0.00;No llamar
9507-EXLTT;0.82;Llamar
8390-FESFV;0.02;No llamar
0661-KBKPA;0.09;No llamar
6856-RAURS;0.77;Ofrecer Descuento
7322-OCWHC;0.03;No llamar
2203-GHNWN;0.47;No llamar
3413-CSSTH;0.18;No llamar
3006-XIMLN;0.81;Llamar
3750-CKVKH;0.78;Ofrecer Descuento
0576-WNXXC;0.63;Ofrecer Descuento
7056-IMHCC;0.52;No llamar
0866-QLSIR;0.06;No llamar
1628-BIZYP;0.85;Llamar
2230-XTUWL;0.01;No llamar
1980-KXVPM;0.67;Ofrecer Descuento
8619-IJNDK;0.00;No llamar
2960-NKRSO;0.32;No llamar
6705-LXORM;0.65;Ofrecer Descuento
7130-VTEWQ;0.70;Ofrecer Descuento
9364-YKUVW;0.14;No llamar
2761-OCIAX;0.71;Ofrecer Descuento
7996-BPXHY;0.04;No llamar
4248-QPAVC;0.45;No llamar
9357-UJRUN;0.12;No llamar
6340-DACFT;0.01;No llamar
1023-BQXZE;0.03;No llamar
5480-HPRRX;0.53;No llamar
9576-SYUHJ;0.44;No llamar
2169-RRLFW;0.00;No llamar
8338-QIUNR;0.01;No llamar
0463-TXOAK;0.01;No llamar
4396-KLSEH;0.29;No llamar
5186-EJEGL;0.20;No llamar
9334-GWGOW;0.76;Ofrecer Descuento
5696-JVVQY;0.02;No llamar
9633-DENPU;0.13;No llamar
0581-BXBUB;0.54;No llamar
2750-BJLSB;0.19;No llamar
2770-NSVDG;0.31;No llamar
8280-MQRQN;0.51;No llamar
7851-FLGGQ;0.59;No llamar
9374-YOLBJ;0.22;No llamar
6583-SZVGP;0.15;No llamar
2150-OEGBV;0.03;No llamar
9372-TXXPS;0.01;No llamar
6933-FHBZC;0.08;No llamar
4698-KVLLG;0.01;No llamar
8752-STIVR;0.74;Ofrecer Descuento
8623-ULFNQ;0.36;No llamar
9822-WMWVG;0.32;No llamar
4304-TSPVK;0.04;No llamar
1716-LSAMB;0.01;No llamar
3523-QRQLL;0.14;No llamar
2187-PKZAY;0.48;No llamar
1895-QTKDO;0.39;No llamar
8161-QYMTT;0.77;Ofrecer Descuento
2955-PSXOE;0.25;No llamar
6834-NXDCA;0.48;No llamar
8701-DGLVH;0.01;No llamar
2480-SQIOB;0.33;No llamar
4993-JCRGJ;0.35;No llamar
0581-MDMPW;0.54;No llamar
7789-CRUVC;0.15;No llamar
0164-APGRB;0.07;No llamar
8034-RYTVV;0.11;No llamar
3018-TFTSU;0.34;No llamar
9777-IQHWP;0.04;No llamar
6899-PPEEA;0.63;Ofrecer Descuento
6701-YVNQG;0.02;No llamar
7649-PHJVR;0.06;No llamar
9278-VZKCD;0.47;No llamar
7636-PEPNS;0.04;No llamar
1575-KRZZE;0.24;No llamar
8590-OHDIW;0.02;No llamar
7764-BDPEE;0.13;No llamar
9480-BQJEI;0.12;No llamar
3354-OADJP;0.06;No llamar
3181-MIZBN;0.11;No llamar
9327-QSDED;0.25;No llamar
4892-VLANZ;0.20;No llamar
0298-XACET;0.02;No llamar
6917-FIJHC;0.01;No llamar
6557-BZXLQ;0.49;No llamar
2432-TFSMK;0.37;No llamar
4211-MMAZN;0.20;No llamar
4751-ERMAN;0.02;No llamar
8430-TWCBX;0.01;No llamar
1942-OQFRW;0.49;No llamar
4075-JFPGR;0.16;No llamar
3339-EAQNV;0.21;No llamar
5329-KRDTM;0.02;No llamar
0307-BCOPK;0.05;No llamar
6473-ULUHT;0.21;No llamar
1194-SPVSP;0.19;No llamar
7249-WBIYX;0.74;Ofrecer Descuento
2293-IJWPS;0.24;No llamar
4377-VDHYI;0.16;No llamar
0019-EFAEP;0.05;No llamar
2480-EJWYP;0.29;No llamar
8970-ANWXO;0.18;No llamar
8739-WWKDU;0.62;Ofrecer Descuento
2171-UDMFD;0.06;No llamar
7036-TYDEC;0.09;No llamar
3831-YCPUO;0.03;No llamar
0121-SNYRK;0.04;No llamar
3325-FUYCG;0.26;No llamar
1952-DVVSW;0.07;No llamar
3571-DPYUH;0.12;No llamar
2077-MPJQO;0.72;Ofrecer Descuento
2391-SOORI;0.21;No llamar
4086-ATNFV;0.04;No llamar
3396-DKDEL;0.05;No llamar
7471-MQPOS;0.04;No llamar
7181-OQCUT;0.43;No llamar
3489-VSFRD;0.02;No llamar
6283-GITPX;0.01;No llamar
2845-HSJCY;0.63;Ofrecer Descuento
7216-KAOID;0.02;No llamar
6680-WKXRZ;0.63;Ofrecer Descuento
2346-LOCWC;0.00;No llamar
0769-MURVM;0.01;No llamar
3374-LXDEV;0.43;No llamar
5318-YKDPV;0.02;No llamar
8190-ZTQFB;0.24;No llamar
4512-ZUIYL;0.54;No llamar
3090-QFUVD;0.18;No llamar
4806-KEXQR;0.72;Ofrecer Descuento
2369-FEVNO;0.26;No llamar
9637-CDTKZ;0.06;No llamar
2954-PIBKO;0.01;No llamar
2212-LYASK;0.15;No llamar
9481-SFCQY;0.26;No llamar
2828-SLQPF;0.22;No llamar
4647-MUZON;0.53;No llamar
8212-DJRCH;0.52;No llamar
0516-OOHAR;0.18;No llamar
4973-RLZVI;0.03;No llamar
8089-UZWLX;0.09;No llamar
9732-KPKBW;0.43;No llamar
9715-WZCLW;0.10;No llamar
0257-KXZGU;0.11;No llamar
0707-HOVVN;0.02;No llamar
5501-TVMGM;0.67;Ofrecer Descuento
3422-LYEPQ;0.78;Ofrecer Descuento
2277-VWCNI;0.43;No llamar
5461-QKNTN;0.46;No llamar
3967-KXAPS;0.01;No llamar
6919-ELBGL;0.06;No llamar
8361-LTMKD;0.70;Ofrecer Descuento
1131-ALZWV;0.05;No llamar
5178-LMXOP;0.95;Llamar
8992-CEUEN;0.25;No llamar
3320-VEOYC;0.79;Ofrecer Descuento
3672-YITQD;0.60;No llamar
6080-TCMYC;0.39;No llamar
6734-FQAJX;0.06;No llamar
1063-DHQJF;0.03;No llamar
3976-NLDEZ;0.20;No llamar
1729-VLAZJ;0.07;No llamar
3400-ESFUW;0.01;No llamar
5271-YNWVR;0.07;No llamar
1587-FKLZB;0.36;No llamar
0958-YHXGP;0.51;No llamar
1494-EJZDW;0.02;No llamar
1816-FLZDK;0.42;No llamar
2075-PUEPR;0.00;No llamar
1833-TCXKK;0.45;No llamar
1436-ZMJAN;0.44;No llamar
0106-UGRDO;0.08;No llamar
1069-XAIEM;0.92;Llamar
4213-HKBJO;0.02;No llamar
8345-MVDYC;0.02;No llamar
2672-OJQZP;0.40;No llamar
5136-RGMZO;0.26;No llamar
5774-QPLTF;0.02;No llamar
5240-CAOYT;0.15;No llamar
3707-GNWHM;0.83;Llamar
5159-YFPKQ;0.72;Ofrecer Descuento
5052-PNLOS;0.79;Ofrecer Descuento
6173-GOLSU;0.43;No llamar
6661-HBGWL;0.52;No llamar
8207-VVMYB;0.01;No llamar
5324-KTGCG;0.01;No llamar
7354-OIJLX;0.63;Ofrecer Descuento
9286-BHDQG;0.01;No llamar
3567-PQTSO;0.29;No llamar
3197-ARFOY;0.36;No llamar
5698-BQJOH;0.70;Ofrecer Descuento
1090-ESELR;0.02;No llamar
0056-EPFBG;0.04;No llamar
4955-VCWBI;0.02;No llamar
4717-GHADL;0.04;No llamar
0058-EVZWM;0.27;No llamar
7218-HKQFK;0.85;Llamar
5057-RKGLH;0.02;No llamar
2309-OSFEU;0.52;No llamar
3429-IFLEM;0.01;No llamar
1550-LOAHA;0.30;No llamar
1400-MMYXY;0.86;Llamar
7503-QQRVF;0.43;No llamar
7504-UWHNB;0.36;No llamar
9565-JSNFM;0.16;No llamar
4735-BJKOU;0.01;No llamar
3580-GICBM;0.01;No llamar
7632-YUTXB;0.03;No llamar
9412-ARGBX;0.05;No llamar
9576-ANLXO;0.58;No llamar
1110-KYLGQ;0.22;No llamar
8696-JKZNU;0.48;No llamar
8757-TFHHJ;0.40;No llamar
2955-BJZHG;0.42;No llamar
9048-JVYVF;0.59;No llamar
0682-USIXD;0.46;No llamar
3884-UEBXB;0.01;No llamar
1776-SPBWV;0.03;No llamar
9050-QLROH;0.57;No llamar
2925-VDZHY;0.01;No llamar
9512-UIBFX;0.39;No llamar
8676-TRMJS;0.65;Ofrecer Descuento
3334-CTHOL;0.59;No llamar
6331-LWDTQ;0.43;No llamar
3847-BAERP;0.14;No llamar
4709-LKHYG;0.04;No llamar
8621-MNIHH;0.57;No llamar
8884-ADFVN;0.83;Llamar
2885-HIJDH;0.01;No llamar
8570-KLJYJ;0.06;No llamar
9339-FIIJL;0.02;No llamar
6223-DHJGV;0.03;No llamar
0959-WHOKV;0.22;No llamar
9610-WCESF;0.02;No llamar
9279-CJEOJ;0.64;Ofrecer Descuento
2985-FMWYF;0.64;Ofrecer Descuento
3540-RZJYU;0.40;No llamar
2522-WLNSF;0.07;No llamar
6861-XWTWQ;0.85;Llamar
8735-NBLWT;0.10;No llamar
1744-JHKYS;0.11;No llamar
0841-NULXI;0.74;Ofrecer Descuento
4016-BJKTZ;0.16;No llamar
9298-WGMRW;0.06;No llamar
7893-IXHRQ;0.25;No llamar
8785-CJSHH;0.47;No llamar
7654-YWJUF;0.09;No llamar
8909-BOLNL;0.09;No llamar
9919-FZDED;0.03;No llamar
0322-CHQRU;0.42;No llamar
3587-PMCOY;0.38;No llamar
0655-RBDUG;0.72;Ofrecer Descuento
0983-TATYJ;0.06;No llamar
5650-YLIBA;0.43;No llamar
5144-TVGLP;0.55;No llamar
3569-EDBPQ;0.39;No llamar
4945-RVMTE;0.23;No llamar
3511-BFTJW;0.01;No llamar
5537-UXXVS;0.09;No llamar
8782-NUUOL;0.03;No llamar
2865-TCHJW;0.83;Llamar
9931-KGHOA;0.08;No llamar
3071-MVJCD;0.01;No llamar
7279-BUYWN;0.49;No llamar
3756-VNWDH;0.26;No llamar
1395-OFUWC;0.10;No llamar
4223-BKEOR;0.06;No llamar
0040-HALCW;0.00;No llamar
7124-UGSUR;0.25;No llamar
7395-XWZOY;0.19;No llamar
5440-VHLUL;0.15;No llamar
4706-DGAHW;0.53;No llamar
8166-ORCHU;0.19;No llamar
3978-YNKDD;0.01;No llamar
7198-GLXTC;0.76;Ofrecer Descuento
6366-XIVKZ;0.22;No llamar
5133-POWUA;0.50;No llamar
8400-WZICQ;0.04;No llamar
5382-SOYZL;0.67;Ofrecer Descuento
1989-PRJHP;0.60;Ofrecer Descuento
4154-AQUGT;0.45;No llamar
0980-FEXWF;0.06;No llamar
5845-BZZIB;0.01;No llamar
4840-ORQXB;0.44;No llamar
0295-PPHDO;0.94;Llamar
8775-ERLNB;0.85;Llamar
0376-YMCJC;0.58;No llamar
7410-YTJIK;0.56;No llamar
9927-DSWDF;0.45;No llamar
6681-ZSEXG;0.02;No llamar
5702-KVQRD;0.02;No llamar
8711-LOBKY;0.00;No llamar
9692-TUSXH;0.52;No llamar
4012-YCFAI;0.01;No llamar
8455-HIRAQ;0.22;No llamar
7853-WNZSY;0.25;No llamar
0390-DCFDQ;0.78;Ofrecer Descuento
6421-SZVEM;0.16;No llamar
3094-JOJAI;0.40;No llamar
4873-ILOLJ;0.57;No llamar
8181-YHCMF;0.02;No llamar
3324-OIRTO;0.09;No llamar
9135-HSWOC;0.01;No llamar
2272-WUSPA;0.11;No llamar
4627-MIHJH;0.05;No llamar
3896-RCYYE;0.13;No llamar
6729-GDNGC;0.40;No llamar
9945-PSVIP;0.02;No llamar
4137-JOPHL;0.07;No llamar
2720-FVBQP;0.38;No llamar
7854-EKTJL;0.26;No llamar
1133-KXCGE;0.04;No llamar
6048-QBXKL;0.50;No llamar
6338-AVWCY;0.57;No llamar
0013-MHZWF;0.32;No llamar
9804-ICWBG;0.81;Llamar
2368-GAKKQ;0.06;No llamar
4829-AUOAX;0.38;No llamar
7876-BEUTG;0.33;No llamar
6349-JDHQP;0.01;No llamar
3063-QFSZL;0.67;Ofrecer Descuento
9142-XMYJH;0.06;No llamar
2609-IAICY;0.86;Llamar
8626-PTQGE;0.02;No llamar
0230-UBYPQ;0.02;No llamar
6814-ZPWFQ;0.02;No llamar
5921-NGYRH;0.13;No llamar
7803-XOCCZ;0.11;No llamar
1459-QNFQT;0.01;No llamar
3948-FVVRP;0.15;No llamar
0923-PNFUB;0.66;Ofrecer Descuento
4654-ULTTN;0.02;No llamar
5628-FCGYG;0.65;Ofrecer Descuento
0506-LVNGN;0.61;Ofrecer Descuento
4329-YPDDQ;0.32;No llamar
9866-OCCKE;0.07;No llamar
0794-YVSGE;0.00;No llamar
4342-HENTK;0.76;Ofrecer Descuento
5934-TSSAU;0.33;No llamar
9986-BONCE;0.14;No llamar
5301-GAUUY;0.36;No llamar
0725-CXOTM;0.08;No llamar
2843-CQMEG;0.17;No llamar
5600-PDUJF;0.24;No llamar
4500-HKANN;0.03;No llamar
1862-QRWPE;0.01;No llamar
2155-AMQRX;0.18;No llamar
0823-HSCDJ;0.32;No llamar
4090-KPJIP;0.78;Ofrecer Descuento
2737-YNGYW;0.68;Ofrecer Descuento
5619-XZZKR;0.09;No llamar
6047-YHPVI;0.68;Ofrecer Descuento
8375-DKEBR;0.83;Llamar
7729-XBTWX;0.00;No llamar
4983-CLMLV;0.37;No llamar
9227-LUNBG;0.57;No llamar
2758-RNWXS;0.16;No llamar
7055-HNEOJ;0.36;No llamar
7134-MJPDY;0.19;No llamar
4560-WQAQW;0.03;No llamar
8532-UEFWH;0.01;No llamar
8541-QVFKM;0.64;Ofrecer Descuento
7129-ACFOG;0.41;No llamar
2495-INZWQ;0.72;Ofrecer Descuento
0263-FJTQO;0.02;No llamar
0181-RITDD;0.03;No llamar
8241-JUIQO;0.01;No llamar
0913-XWSCN;0.23;No llamar
2159-TURXX;0.14;No llamar
6461-PPAXN;0.03;No llamar
1452-KIOVK;0.44;No llamar
1139-WUOAH;0.03;No llamar
3207-OYBWH;0.37;No llamar
8347-GDTMP;0.00;No llamar
9909-DFRJA;0.15;No llamar
6383-ZTSIW;0.15;No llamar
5438-QMDDL;0.26;No llamar
8914-RBTSB;0.44;No llamar
6164-HXUGH;0.12;No llamar
6900-RBKER;0.12;No llamar
1492-QGCLU;0.11;No llamar
6664-FPDAC;0.27;No llamar
1088-AUUZZ;0.02;No llamar
6651-AZVTJ;0.52;No llamar
8219-VYBVI;0.01;No llamar
0310-MVLET;0.41;No llamar
7233-IOQNP;0.07;No llamar
7311-MQJCH;0.10;No llamar
9256-JTBNZ;0.10;No llamar
8713-IGZSO;0.22;No llamar
6821-BUXUX;0.55;No llamar
9114-DPSIA;0.01;No llamar
4501-UYKBC;0.09;No llamar
2798-NYLMZ;0.07;No llamar
6711-VTNRE;0.39;No llamar
5966-EMAZU;0.16;No llamar
3627-FHKBK;0.60;No llamar
7861-UVUFT;0.58;No llamar
9824-QCJPK;0.03;No llamar
7816-VGHTO;0.07;No llamar
3794-NFNCH;0.18;No llamar
3877-JRJIP;0.76;Ofrecer Descuento
5228-EXCET;0.62;Ofrecer Descuento
6248-BSHKG;0.01;No llamar
8915-NNTRC;0.04;No llamar
3470-OBUET;0.01;No llamar
3229-USWAR;0.07;No llamar
1927-QEWMY;0.00;No llamar
6374-AFWOX;0.01;No llamar
7912-SYRQT;0.57;No llamar
2070-FNEXE;0.39;No llamar
5803-NQJZO;0.01;No llamar
5651-YLPRD;0.39;No llamar
1271-UODNO;0.03;No llamar
5014-WUQMG;0.14;No llamar
5889-JTMUL;0.46;No llamar
0788-DXBFY;0.02;No llamar
2669-QVCRG;0.27;No llamar
6630-UJZMY;0.85;Llamar
5061-PBXFW;0.05;No llamar
2700-LUEVA;0.19;No llamar
3865-ZFZIB;0.02;No llamar
0471-ARVMX;0.29;No llamar
8985-OOPOS;0.36;No llamar
0719-SYFRB;0.23;No llamar
0447-BEMNG;0.16;No llamar
5630-AHZIL;0.28;No llamar
2190-BCXEC;0.29;No llamar
1559-DTODC;0.34;No llamar
3244-DCJWY;0.81;Llamar
3967-VQOGC;0.01;No llamar
0265-PSUAE;0.36;No llamar
1622-HSHSF;0.26;No llamar
9867-XOBQA;0.03;No llamar
6773-LQTVT;0.23;No llamar
4332-MUOEZ;0.13;No llamar
0023-XUOPT;0.58;No llamar
6543-CPZMK;0.45;No llamar
6418-HNFED;0.02;No llamar
1036-GUDCL;0.06;No llamar
4818-QIUFN;0.53;No llamar
0778-NELLA;0.50;No llamar
7495-OOKFY;0.60;No llamar
4737-HOBAX;0.03;No llamar
7919-ZODZZ;0.15;No llamar
2988-PLAHS;0.43;No llamar
9067-SQTNS;0.01;No llamar
6483-OATDN;0.19;No llamar
5469-CTCWN;0.19;No llamar
3524-WQDSG;0.46;No llamar
6968-URWQU;0.09;No llamar
8601-QACRS;0.43;No llamar
8690-UPCZI;0.06;No llamar
5331-RGMTT;0.49;No llamar
1357-BIJKI;0.36;No llamar
2088-IEBAU;0.03;No llamar
0679-IDSTG;0.80;Llamar
6519-ZHPXP;0.03;No llamar
2101-RANCD;0.34;No llamar
4029-HPFVY;0.60;No llamar
1015-OWJKI;0.20;No llamar
8314-HTWVE;0.03;No llamar
5357-TZHPP;0.70;Ofrecer Descuento
8727-XDPUD;0.05;No llamar
9073-ZZIAY;0.01;No llamar
5181-OABFK;0.01;No llamar
3812-LRZIR;0.02;No llamar
5204-HMGYF;0.04;No llamar
9950-MTGYX;0.02;No llamar
3675-EQOZA;0.15;No llamar
3646-ITDGM;0.01;No llamar
3913-FCUUW;0.01;No llamar
